item,worker,label
679,26933,0
647,17908,3
648,17908,2
649,17908,0
676,17908,1
677,17908,0
678,17908,1
679,17908,3
647,27034,1
648,27034,2
649,27034,0
650,27034,2
651,27034,0
652,27034,0
653,27034,3
654,27034,0
655,27034,2
656,27034,3
657,27034,1
658,27034,0
660,27034,0
662,27034,2
664,27034,2
665,27034,2
666,27034,1
647,25585,3
648,25585,2
649,25585,0
650,25585,0
668,25585,3
873,25585,0
647,27028,3
648,27028,2
649,27028,0
650,27028,3
651,27028,2
652,27028,0
653,27028,3
654,27028,0
655,27028,2
656,27028,3
657,27028,1
658,27028,0
659,27028,0
660,27028,3
661,27028,2
662,27028,0
663,27028,2
664,27028,3
665,27028,2
647,12312,3
648,12312,2
649,12312,0
650,12312,2
651,12312,0
652,12312,0
653,12312,3
654,12312,0
655,12312,2
657,12312,1
658,12312,1
659,12312,1
647,25853,3
648,25853,2
649,25853,0
651,25853,2
652,25853,0
653,25853,1
654,25853,0
655,25853,1
656,25853,0
657,25853,1
658,25853,2
659,25853,3
660,25853,0
647,14225,3
648,14225,2
1446,14225,1
1447,14225,0
1448,14225,2
1449,14225,2
647,26991,3
648,26991,2
649,26991,0
647,26859,3
648,26859,2
649,26859,0
650,26859,2
651,26859,2
652,26859,0
676,26859,1
677,26859,0
678,26859,1
679,26859,1
647,26744,3
648,26744,2
649,26744,0
650,26744,2
651,26744,0
652,26744,0
653,26744,3
654,26744,0
655,26744,2
656,26744,3
657,26744,1
658,26744,2
659,26744,3
647,26265,3
648,26265,2
649,26265,0
650,26265,2
651,26265,2
647,26938,3
648,26938,2
649,26938,0
650,26938,2
651,26938,0
652,26938,0
653,26938,3
680,26938,1
681,26938,0
687,26938,0
688,26938,3
689,26938,0
690,26938,2
691,26938,2
692,26938,2
693,26938,2
694,26938,3
695,26938,0
696,26938,3
697,26938,1
698,26938,0
699,26938,1
700,26938,0
701,26938,0
647,27035,2
648,26830,2
649,26830,0
650,26830,3
651,26830,3
687,26830,0
688,26830,3
689,26830,2
690,26830,2
691,26830,3
692,26830,1
693,26830,2
694,26830,3
695,26830,0
696,26830,3
697,26830,1
698,26830,2
699,26830,2
700,26830,2
786,26830,1
1008,26830,2
648,26964,2
649,26964,0
650,26964,2
651,26964,2
652,26964,0
653,26964,3
654,26964,0
655,26964,2
656,26964,3
657,26964,1
658,26964,2
676,26964,1
677,26964,0
678,26964,1
679,26964,3
702,26964,1
703,26964,0
704,26964,3
705,26964,1
706,26964,0
707,26964,1
708,26964,2
709,26964,0
759,26964,2
760,26964,0
761,26964,3
762,26964,2
763,26964,1
771,26964,2
772,26964,0
773,26964,1
774,26964,0
775,26964,2
648,26913,1
649,26913,0
648,26831,2
649,26831,1
650,26831,2
651,26831,0
652,26831,0
653,26831,0
654,26831,0
655,26831,0
656,26831,1
657,26831,1
658,26831,2
659,26831,1
660,26831,2
668,26831,1
669,26831,0
670,26831,1
671,26831,3
672,26831,1
673,26831,2
674,26831,1
675,26831,2
702,26831,1
703,26831,0
704,26831,3
705,26831,0
706,26831,2
707,26831,3
708,26831,2
709,26831,1
710,26831,2
725,26831,2
726,26831,3
727,26831,1
814,26831,2
832,26831,1
648,26615,0
651,26615,2
656,26615,1
657,26615,1
658,26615,0
678,26615,3
679,26615,0
648,26131,2
649,26131,0
648,27021,2
649,27021,0
650,27021,2
651,27021,2
652,27021,0
653,27021,3
654,27021,0
657,27021,1
658,27021,2
659,27021,0
660,27021,2
661,27021,2
662,27021,0
663,27021,2
666,27021,2
667,27021,1
668,27021,2
669,27021,0
670,27021,1
671,27021,2
673,27021,2
674,27021,2
675,27021,1
702,27021,1
703,27021,0
704,27021,0
860,27021,0
861,27021,1
862,27021,1
863,27021,2
922,27021,2
923,27021,0
924,27021,2
925,27021,3
926,27021,2
1161,27021,3
649,27023,0
650,27023,2
651,27023,2
652,27023,0
653,27023,3
654,27023,0
655,27023,2
656,27023,3
657,27023,1
658,27023,0
659,27023,0
660,27023,1
649,27013,0
657,27013,1
658,27013,2
649,25507,0
650,25507,2
649,27041,0
663,27041,2
731,27041,0
735,27041,1
736,27041,1
737,27041,2
738,27041,2
739,27041,2
740,27041,3
741,27041,1
742,27041,0
743,27041,0
744,27041,0
746,27041,2
747,27041,3
748,27041,2
749,27041,1
750,27041,1
815,27041,3
649,27029,0
650,27029,3
651,27029,2
649,7653,0
649,50,0
650,27042,3
651,27042,2
650,26919,2
651,26919,3
651,26937,1
651,19616,3
658,19616,0
693,19616,2
694,19616,1
695,19616,0
651,26328,2
652,26328,0
653,26328,3
654,26328,1
655,26328,3
657,26328,0
658,26328,2
659,26328,3
660,26328,1
786,26328,1
651,26911,0
651,26153,2
680,26153,1
731,26153,2
651,2328,3
652,2328,0
653,2328,1
654,2328,0
655,2328,2
731,2328,1
732,2328,0
651,26973,0
657,26973,0
676,26973,1
677,26973,0
678,26973,1
679,26973,2
680,26973,1
682,26973,1
683,26973,2
684,26973,3
714,26973,1
715,26973,0
787,26973,1
788,26973,0
789,26973,1
800,26973,3
801,26973,1
815,26973,0
964,26973,3
651,27014,2
651,26950,1
651,27006,3
652,27006,0
653,27006,3
654,27006,0
660,27006,2
667,27006,1
674,27006,0
675,27006,0
651,26758,2
651,23030,1
652,23030,2
651,26943,3
664,26943,3
665,26943,2
666,26943,2
667,26943,1
668,26943,2
669,26943,0
670,26943,1
671,26943,2
672,26943,1
673,26943,2
674,26943,0
675,26943,0
651,27044,1
654,27044,0
660,27044,1
652,26952,0
653,26952,3
654,26952,0
666,26952,1
667,26952,1
652,26965,0
653,26965,3
654,26965,0
655,26965,2
656,26965,3
657,26965,0
658,26965,0
659,26965,1
660,26965,0
664,26965,1
666,26965,1
667,26965,1
668,26965,1
669,26965,0
652,26951,0
653,26951,3
654,26951,0
655,26951,2
656,26951,3
657,26951,1
658,26951,0
659,26951,0
660,26951,3
661,26951,2
662,26951,0
663,26951,2
664,26951,3
665,26951,2
666,26951,1
667,26951,1
652,11800,0
653,11800,3
654,11800,0
656,11800,2
653,25191,3
654,25191,0
655,25191,3
656,25191,3
653,26949,3
654,26949,3
656,26949,3
657,26949,1
658,26949,0
659,26949,2
666,26949,1
667,26949,1
675,26949,0
731,26949,1
743,26949,3
745,26949,1
746,26949,2
747,26949,1
748,26949,2
749,26949,0
750,26949,0
786,26949,0
653,26985,3
654,26985,0
655,26985,2
656,26985,3
657,26985,1
658,26985,0
659,26985,0
653,26066,1
659,26066,0
654,24071,0
701,24071,1
654,27045,3
654,26753,0
655,26753,2
656,26753,3
657,26753,1
658,26753,0
684,26753,0
731,26753,1
757,26753,2
758,26753,1
759,26753,2
760,26753,0
761,26753,2
791,26753,3
1029,26753,3
654,10557,1
655,26921,2
656,26921,3
657,26921,1
656,27005,3
657,27005,1
658,27005,2
659,27005,1
660,27005,2
656,26828,1
657,25195,1
666,25195,1
811,25195,2
657,26300,1
658,26300,3
657,26994,1
708,26994,2
709,26994,0
657,23268,0
658,25283,0
659,25283,1
658,26986,0
659,26986,0
660,26986,2
661,26986,2
662,26986,0
663,26986,2
664,26986,3
665,26986,2
666,26986,1
658,26670,0
658,26956,1
731,26956,0
732,26956,0
733,26956,1
734,26956,2
735,26956,1
736,26956,1
737,26956,2
738,26956,0
658,7298,2
659,7298,0
676,7298,1
677,7298,0
678,7298,1
679,7298,3
680,7298,1
681,7298,3
682,7298,0
683,7298,3
658,27025,1
659,27025,0
668,27025,3
1028,27025,0
658,26941,1
659,26941,1
660,26941,3
683,26941,3
684,26941,1
731,26941,3
658,23896,0
659,19377,0
659,27046,0
659,26970,0
659,15290,0
660,15290,0
659,27017,0
659,4676,0
660,4676,2
660,26931,0
706,26931,1
707,26931,0
660,26795,2
660,25878,0
661,25878,2
662,25878,0
663,25878,2
664,25878,3
665,25878,2
666,25878,3
667,25878,1
668,25878,3
757,25878,0
660,26981,2
676,26981,1
677,26981,0
678,26981,1
679,26981,0
680,26981,1
681,26981,2
682,26981,2
683,26981,1
684,26981,1
685,26981,1
686,26981,0
687,26981,0
688,26981,3
689,26981,2
690,26981,0
691,26981,2
692,26981,3
698,26981,0
699,26981,0
700,26981,1
702,26981,1
703,26981,0
704,26981,3
705,26981,1
706,26981,0
707,26981,1
708,26981,2
709,26981,2
710,26981,2
711,26981,2
712,26981,1
713,26981,0
714,26981,3
715,26981,3
716,26981,0
717,26981,2
718,26981,2
719,26981,0
720,26981,3
721,26981,0
722,26981,0
723,26981,2
724,26981,3
725,26981,2
726,26981,3
727,26981,1
728,26981,0
729,26981,1
730,26981,0
731,26981,3
732,26981,0
733,26981,1
734,26981,1
735,26981,3
736,26981,3
737,26981,0
738,26981,2
815,26981,3
817,26981,2
818,26981,1
819,26981,3
872,26981,1
873,26981,2
874,26981,0
875,26981,0
876,26981,1
877,26981,0
878,26981,2
879,26981,1
880,26981,3
881,26981,0
882,26981,1
883,26981,3
884,26981,0
885,26981,3
886,26981,2
887,26981,2
888,26981,3
889,26981,2
892,26981,1
893,26981,2
894,26981,0
895,26981,1
896,26981,0
897,26981,1
898,26981,3
899,26981,1
900,26981,3
901,26981,0
902,26981,2
903,26981,2
904,26981,0
913,26981,3
1009,26981,0
1010,26981,2
1011,26981,2
1012,26981,2
1013,26981,0
1014,26981,2
1015,26981,2
1016,26981,1
1017,26981,0
1018,26981,3
1019,26981,1
1020,26981,1
1021,26981,1
1022,26981,2
1023,26981,1
1024,26981,3
1025,26981,0
1026,26981,2
1027,26981,3
1028,26981,2
1029,26981,0
1433,26981,0
1434,26981,3
1435,26981,2
1436,26981,3
1437,26981,0
1438,26981,3
1439,26981,2
1440,26981,3
1441,26981,2
1442,26981,1
1443,26981,3
1444,26981,3
1445,26981,0
1446,26981,2
1447,26981,0
1448,26981,2
1449,26981,2
1450,26981,2
1451,26981,3
1452,26981,0
1453,26981,1
1454,26981,0
1455,26981,0
1456,26981,0
1457,26981,1
1458,26981,2
1459,26981,3
1460,26981,0
1461,26981,1
1462,26981,3
1463,26981,1
1464,26981,1
1465,26981,0
1466,26981,3
1467,26981,1
1468,26981,2
1469,26981,3
1470,26981,3
1473,26981,3
1474,26981,0
1475,26981,2
1476,26981,2
1477,26981,3
1478,26981,0
1479,26981,1
1480,26981,3
1481,26981,0
1482,26981,2
1483,26981,2
1484,26981,1
1485,26981,2
1486,26981,2
1487,26981,2
1488,26981,1
1489,26981,1
1490,26981,3
1491,26981,0
1492,26981,3
1493,26981,1
1494,26981,2
1495,26981,0
1496,26981,3
1497,26981,2
1498,26981,3
1499,26981,3
1500,26981,2
1501,26981,0
1502,26981,0
1503,26981,0
1504,26981,2
1505,26981,3
1506,26981,1
1507,26981,0
1508,26981,2
1509,26981,2
1510,26981,1
1511,26981,1
1512,26981,3
1513,26981,2
1514,26981,0
1515,26981,0
1516,26981,1
1545,26981,2
1546,26981,2
1547,26981,0
1548,26981,1
1549,26981,2
1550,26981,2
1551,26981,1
1552,26981,3
1553,26981,0
1554,26981,3
1555,26981,1
1556,26981,2
1557,26981,0
1558,26981,3
1610,26981,2
1611,26981,3
1612,26981,1
1613,26981,0
1614,26981,0
660,26872,1
660,12739,2
666,12739,1
660,8616,2
660,26886,1
660,27048,3
660,26546,3
662,26546,2
663,26546,2
664,26546,1
665,26546,3
666,26546,1
667,26546,1
679,26546,3
683,26546,1
684,26546,2
661,27038,2
662,27038,0
663,27038,2
664,27038,1
665,27038,3
666,27038,1
661,16409,0
671,16409,0
674,16409,0
804,16409,0
809,16409,0
811,16409,0
812,16409,0
813,16409,0
814,16409,0
661,5282,1
662,19706,0
663,19706,0
664,19706,3
665,19706,1
666,19706,0
668,19706,1
663,2334,2
664,2334,1
665,2334,3
666,2334,1
667,2334,1
668,2334,1
669,2334,0
670,2334,1
671,2334,2
672,2334,1
673,2334,2
674,2334,2
675,2334,3
684,2334,1
685,2334,1
686,2334,0
687,2334,0
688,2334,3
689,2334,0
690,2334,2
691,2334,2
692,2334,2
821,2334,2
822,2334,2
823,2334,0
664,27002,2
665,27002,3
666,27002,3
667,27002,1
668,27002,0
669,27002,0
670,27002,1
671,27002,2
672,27002,1
673,27002,2
674,27002,0
675,27002,2
676,27002,1
677,27002,0
678,27002,1
680,27002,1
681,27002,1
682,27002,2
683,27002,2
684,27002,0
664,26953,1
666,26953,2
665,12723,2
666,12723,2
667,12723,1
665,26977,3
666,26979,1
666,25278,1
668,25278,1
666,26946,2
666,26645,1
667,26645,1
668,26645,2
721,26645,0
722,26645,0
725,26645,2
794,26645,1
796,26645,3
797,26645,3
798,26645,0
801,26645,1
803,26645,2
666,26996,1
667,26996,1
666,26935,1
667,26935,3
778,26935,2
779,26935,2
780,26935,2
783,26935,1
786,26935,0
667,26992,1
668,26992,3
667,26226,0
668,26226,2
667,26869,1
668,27049,0
668,25490,1
668,26810,1
811,26810,1
668,23321,1
669,23321,2
668,26893,2
668,10763,1
674,10763,0
668,21319,0
722,21319,0
723,21319,3
724,21319,3
725,21319,2
727,21319,0
728,21319,0
729,21319,2
730,21319,2
668,26934,1
668,26578,1
669,26578,0
670,26578,1
671,26578,2
672,26578,1
673,26578,2
674,26578,0
675,26578,0
1209,26578,0
1212,26578,2
668,19922,2
668,26936,2
669,26936,0
670,26936,1
671,26936,2
672,26936,1
673,26936,2
674,26936,0
675,26936,0
687,26936,0
688,26936,0
689,26936,0
690,26936,0
691,26936,2
692,26936,0
693,26936,2
695,26936,0
696,26936,3
697,26936,1
698,26936,2
699,26936,3
700,26936,0
709,26936,0
710,26936,2
711,26936,2
713,26936,3
714,26936,2
715,26936,0
721,26936,1
722,26936,0
723,26936,1
724,26936,3
725,26936,1
726,26936,2
727,26936,0
728,26936,2
729,26936,3
730,26936,0
757,26936,3
759,26936,2
760,26936,0
761,26936,3
762,26936,2
763,26936,0
764,26936,1
765,26936,2
766,26936,1
767,26936,0
768,26936,0
812,26936,0
813,26936,1
814,26936,1
815,26936,0
838,26936,2
839,26936,3
841,26936,2
842,26936,1
843,26936,1
844,26936,3
845,26936,3
846,26936,0
847,26936,2
848,26936,3
849,26936,2
850,26936,0
851,26936,2
852,26936,1
853,26936,1
854,26936,3
855,26936,1
856,26936,0
880,26936,3
881,26936,0
882,26936,1
883,26936,3
884,26936,0
885,26936,0
886,26936,2
887,26936,3
888,26936,3
889,26936,2
891,26936,0
892,26936,0
909,26936,0
910,26936,0
911,26936,1
918,26936,1
923,26936,0
924,26936,1
925,26936,0
926,26936,3
967,26936,0
968,26936,1
969,26936,3
970,26936,2
971,26936,0
973,26936,0
974,26936,1
975,26936,1
976,26936,2
977,26936,2
978,26936,3
984,26936,0
985,26936,0
986,26936,1
987,26936,1
990,26936,1
991,26936,3
992,26936,1
993,26936,3
994,26936,3
996,26936,0
997,26936,1
998,26936,2
1000,26936,1
668,27030,2
669,27030,0
670,27030,1
671,27030,3
672,27030,1
673,27030,2
674,27030,0
668,26862,2
668,21614,1
669,21384,0
670,21384,1
671,21384,0
669,26940,0
675,26940,3
679,26940,0
680,26940,1
681,26940,2
682,26940,3
683,26940,2
700,26940,0
702,26940,1
703,26940,3
704,26940,3
705,26940,1
706,26940,0
707,26940,0
708,26940,2
709,26940,0
710,26940,1
711,26940,2
712,26940,1
713,26940,2
716,26940,0
717,26940,2
718,26940,2
719,26940,0
720,26940,3
721,26940,3
731,26940,0
732,26940,0
733,26940,1
734,26940,2
735,26940,0
815,26940,2
816,26940,0
817,26940,2
818,26940,2
819,26940,3
820,26940,0
821,26940,1
822,26940,2
894,26940,3
895,26940,1
913,26940,3
918,26940,3
670,26747,1
671,26747,2
670,25390,1
671,25390,3
670,26447,1
670,16022,3
671,23456,3
672,26657,1
710,26657,0
779,26657,1
780,26657,2
781,26657,0
782,26657,3
784,26657,0
785,26657,0
786,26657,2
675,26957,2
945,26957,0
948,26957,0
949,26957,1
981,26957,0
984,26957,2
987,26957,2
991,26957,1
992,26957,1
675,17705,0
675,26998,0
675,26832,1
675,26807,0
796,26807,1
797,26807,2
675,26624,0
684,26624,2
685,26624,1
686,26624,0
687,26624,0
688,26624,3
689,26624,0
690,26624,2
691,26624,2
692,26624,1
733,26624,1
734,26624,2
735,26624,2
736,26624,2
909,26624,1
675,26539,1
675,16314,0
675,27051,3
675,26389,2
675,26604,1
675,27050,3
675,26454,1
675,26806,3
700,26806,1
701,26806,0
675,27052,1
675,26912,1
675,17554,0
675,26967,0
688,26967,1
689,26967,3
690,26967,3
691,26967,3
692,26967,1
767,26967,0
675,3223,0
737,3223,0
675,26920,1
812,26920,0
813,26920,0
814,26920,1
675,26519,1
675,27169,1
675,27170,0
675,26676,1
678,26676,1
679,26676,0
680,26676,1
676,26839,1
677,26839,0
678,26839,1
679,26839,0
680,26839,1
681,26839,2
682,26839,2
683,26839,2
684,26839,2
685,26839,1
686,26839,0
687,26839,0
688,26839,3
689,26839,0
690,26839,2
691,26839,1
731,26839,0
732,26839,0
733,26839,1
734,26839,2
737,26839,2
738,26839,0
739,26839,2
740,26839,3
741,26839,1
742,26839,0
743,26839,3
744,26839,0
745,26839,1
746,26839,2
747,26839,3
748,26839,2
749,26839,1
750,26839,1
751,26839,0
752,26839,0
753,26839,1
754,26839,1
755,26839,3
756,26839,1
759,26839,2
760,26839,0
762,26839,1
763,26839,0
767,26839,0
768,26839,0
769,26839,3
770,26839,2
771,26839,2
772,26839,0
773,26839,1
774,26839,0
775,26839,3
776,26839,3
777,26839,3
778,26839,2
779,26839,2
780,26839,2
781,26839,0
782,26839,3
783,26839,1
784,26839,2
785,26839,0
786,26839,3
789,26839,2
790,26839,1
791,26839,3
792,26839,1
793,26839,3
794,26839,0
795,26839,2
796,26839,1
797,26839,0
799,26839,0
800,26839,3
801,26839,3
802,26839,1
803,26839,3
804,26839,3
806,26839,0
807,26839,3
808,26839,2
809,26839,1
810,26839,1
811,26839,2
812,26839,0
813,26839,3
814,26839,2
866,26839,3
867,26839,0
868,26839,3
954,26839,2
955,26839,3
956,26839,2
676,26918,1
677,26918,0
678,26918,1
679,26918,0
680,26918,1
681,26918,2
682,26918,2
676,26558,0
677,26558,0
678,26558,1
679,26558,0
680,26558,1
681,26558,2
682,26558,0
683,26558,3
684,26558,2
676,27033,1
677,27033,0
678,27033,1
679,27033,3
680,27033,1
681,27033,3
912,27033,0
1512,27033,3
1513,27033,2
1519,27033,3
676,27061,1
677,27061,0
678,27061,1
679,27061,3
676,26501,1
677,26501,0
678,26501,1
679,26501,0
676,21457,1
677,21457,0
678,21457,1
679,21457,3
680,21457,1
676,27141,1
677,27141,0
678,27141,1
679,27141,0
731,27141,1
676,27073,1
677,27073,0
678,27073,1
679,27073,0
680,27073,1
681,27073,2
682,27073,2
676,27117,1
677,27117,0
678,27117,1
679,27117,0
680,27117,1
681,27117,2
682,27117,2
683,27117,0
701,27117,0
709,27117,0
710,27117,2
711,27117,2
712,27117,1
713,27117,0
714,27117,3
715,27117,3
676,27071,1
677,27071,0
678,27071,0
679,27071,3
680,27071,1
676,27096,1
678,27096,1
679,27096,3
680,27096,1
681,27096,2
682,27096,1
683,27096,3
684,27096,3
690,27096,3
676,27060,2
677,27060,0
678,27060,1
679,27060,0
680,27060,1
681,27060,0
682,27060,1
683,27060,2
676,15384,1
677,15384,0
678,15384,1
679,15384,0
680,15384,1
681,15384,2
682,15384,2
683,15384,0
1215,15384,2
1216,15384,1
1217,15384,0
1218,15384,1
1219,15384,2
1220,15384,0
1221,15384,0
1222,15384,3
1223,15384,0
676,26875,1
677,26875,0
678,26875,0
679,26875,1
680,26875,1
681,26875,0
682,26875,1
683,26875,1
684,26875,3
691,26875,0
793,26875,1
794,26875,3
813,26875,2
1039,26875,2
1040,26875,2
1041,26875,1
1042,26875,3
1043,26875,0
1044,26875,0
1045,26875,2
676,26924,1
677,26924,0
678,26924,1
679,26924,0
680,26924,0
681,26924,0
682,26924,1
683,26924,3
684,26924,0
676,27162,1
677,27162,0
678,27162,1
679,27162,0
680,27162,1
681,27162,0
682,27162,2
683,27162,0
684,27162,3
685,27162,1
686,27162,2
687,27162,0
688,27162,3
689,27162,1
690,27162,2
691,27162,2
725,27162,0
676,27084,1
677,27084,0
678,27084,1
679,27084,0
680,27084,1
681,27084,2
682,27084,2
683,27084,0
722,27084,2
723,27084,0
724,27084,3
725,27084,0
726,27084,0
727,27084,0
728,27084,2
729,27084,0
731,27084,2
838,27084,2
839,27084,3
676,27055,1
677,27055,0
678,27055,1
679,27055,3
680,27055,1
681,27055,1
682,27055,1
683,27055,3
684,27055,3
685,27055,1
686,27055,2
687,27055,0
688,27055,3
689,27055,0
690,27055,2
691,27055,1
692,27055,1
693,27055,2
694,27055,3
695,27055,0
696,27055,3
697,27055,1
698,27055,2
699,27055,1
700,27055,0
676,27147,1
677,27147,0
678,27147,1
679,27147,0
680,27147,1
681,27147,1
682,27147,2
683,27147,2
676,26524,1
677,26524,0
678,26524,1
679,26524,0
676,27154,1
697,27154,1
698,27154,3
699,27154,1
700,27154,0
730,27154,0
676,27093,1
678,27093,1
679,27093,3
680,27093,1
681,27093,1
682,27093,2
683,27093,2
684,27093,2
686,27093,1
687,27093,0
688,27093,3
689,27093,0
690,27093,2
691,27093,3
692,27093,3
693,27093,2
694,27093,3
695,27093,0
696,27093,3
677,27089,0
678,27089,1
680,27089,1
681,27089,1
682,27089,2
683,27089,3
684,27089,3
685,27089,1
686,27089,0
687,27089,0
688,27089,3
689,27089,1
690,27089,2
691,27089,2
692,27089,1
693,27089,1
694,27089,2
695,27089,0
697,27089,1
677,22995,0
678,22995,1
679,22995,0
680,22995,1
681,22995,2
682,22995,2
683,22995,2
684,22995,0
677,27086,0
678,27086,1
679,27086,0
680,27086,1
681,27086,2
682,27086,2
683,27086,3
684,27086,3
685,27086,1
686,27086,0
687,27086,0
688,27086,0
689,27086,0
690,27086,3
691,27086,2
692,27086,2
958,27086,2
677,16462,0
677,26969,0
678,26969,1
679,26969,0
680,26969,1
681,26969,3
682,26969,2
677,27167,0
678,27167,1
679,27167,0
680,27167,1
681,27167,2
682,27167,2
683,27167,2
684,27167,2
685,27167,1
686,27167,0
687,27167,0
688,27167,3
689,27167,0
690,27167,2
691,27167,2
692,27167,3
693,27167,2
694,27167,3
678,17826,1
679,17826,3
680,17826,1
681,17826,2
682,17826,1
683,17826,0
684,17826,1
685,17826,1
686,17826,0
687,17826,0
688,17826,3
689,17826,0
690,17826,2
691,17826,0
692,17826,0
693,17826,2
694,17826,3
695,17826,0
696,17826,3
697,17826,1
698,17826,0
702,17826,1
703,17826,0
704,17826,0
705,17826,1
706,17826,0
707,17826,3
856,17826,0
918,17826,1
678,15673,3
679,15673,3
680,15673,1
681,15673,0
682,15673,2
683,15673,2
703,15673,3
678,27171,1
678,27113,1
681,27113,0
692,27113,1
678,27144,1
679,27144,3
678,26652,1
679,26652,0
680,26652,0
682,26652,0
683,26652,0
684,26652,3
686,26652,0
687,26652,1
688,26652,3
689,26652,0
678,26525,1
679,26525,2
680,26525,1
681,26525,2
682,26525,3
683,26525,2
684,26525,3
957,26525,3
959,26525,0
961,26525,1
962,26525,0
963,26525,3
964,26525,2
965,26525,3
966,26525,1
967,26525,0
968,26525,0
969,26525,0
970,26525,2
971,26525,2
972,26525,1
973,26525,0
974,26525,1
975,26525,2
976,26525,3
977,26525,3
978,26525,3
678,6285,2
679,6285,0
678,26930,1
679,26930,3
680,26930,3
681,26930,2
678,22140,0
679,22140,3
731,22140,3
787,22140,1
788,22140,0
789,22140,2
790,22140,1
791,22140,3
792,22140,1
793,22140,3
794,22140,0
795,22140,2
796,22140,1
797,22140,0
815,22140,2
817,22140,3
818,22140,1
819,22140,3
820,22140,0
873,22140,2
874,22140,0
875,22140,0
876,22140,3
905,22140,3
906,22140,3
907,22140,1
908,22140,2
909,22140,1
911,22140,3
913,22140,2
915,22140,2
979,22140,0
1081,22140,0
1083,22140,3
1085,22140,1
1086,22140,2
1088,22140,2
1089,22140,2
1090,22140,3
1111,22140,2
1112,22140,0
1113,22140,2
1115,22140,0
1116,22140,1
678,16061,1
679,16061,0
678,23376,0
679,27168,3
680,27168,1
681,27168,2
679,27157,1
680,27157,1
679,17188,3
680,17188,1
681,17188,2
679,26603,1
679,26380,3
679,26560,3
679,15518,0
683,15518,1
679,27108,3
682,27108,1
683,27108,0
679,27072,1
684,27072,2
691,27072,3
699,27072,2
700,27072,0
680,17634,1
681,17634,2
680,26923,1
681,26923,2
682,26923,1
683,26923,2
686,26923,0
687,26923,0
688,26923,3
689,26923,0
690,26923,0
680,27142,1
681,27142,2
682,27142,1
681,10167,2
682,10167,2
683,10167,1
681,27172,2
681,27091,2
683,27091,3
702,27091,1
682,24627,3
682,27153,1
682,27067,1
683,27067,2
684,27067,2
682,27127,2
731,27127,3
682,25938,0
876,25938,1
682,26071,1
683,26071,1
684,26071,2
685,26071,1
686,26071,3
687,26071,0
688,26071,3
689,26071,0
690,26071,2
691,26071,1
692,26071,3
702,26071,1
703,26071,1
704,26071,0
682,3433,2
683,3433,2
709,3433,0
683,27158,0
684,27158,0
685,27158,1
686,27158,0
687,27158,0
688,27158,3
689,27158,0
690,27158,2
691,27158,0
692,27158,2
693,27158,2
683,27173,2
683,22543,3
683,27139,0
684,27139,2
685,27139,1
686,27139,0
690,27139,2
691,27139,2
683,27145,3
683,8104,1
956,8104,1
957,8104,2
958,8104,1
683,27137,2
683,26929,2
683,27090,3
683,27076,1
683,26800,1
1123,26800,2
1128,26800,3
683,26099,2
683,23185,2
683,27008,2
684,26229,0
684,25833,2
701,25833,3
1052,25833,3
1053,25833,0
684,26980,3
685,26980,1
686,26980,0
687,26980,0
688,26980,3
689,26980,2
690,26980,0
691,26980,0
692,26980,1
693,26980,2
694,26980,3
695,26980,0
696,26980,3
697,26980,1
698,26980,1
761,26980,0
762,26980,2
763,26980,2
684,22763,2
684,26291,2
1093,26291,1
684,22629,0
1112,22629,1
1355,22629,0
1406,22629,0
1407,22629,3
1408,22629,0
1432,22629,0
684,27104,0
685,27104,3
686,27104,0
687,27104,0
688,27104,3
689,27104,1
690,27104,3
691,27104,1
692,27104,1
698,27104,0
699,27104,1
700,27104,0
684,27069,1
684,26954,3
685,26954,1
686,26954,0
684,26922,2
731,26922,3
732,26922,0
684,27119,2
686,27119,0
687,27119,0
688,27119,3
690,27119,3
691,27119,1
692,27119,1
693,27119,2
694,27119,3
695,27119,0
696,27119,3
697,27119,1
698,27119,0
699,27119,1
700,27119,2
684,26916,0
685,26916,1
686,26916,0
687,26916,0
688,26916,3
689,26916,0
690,26916,2
691,26916,0
692,26916,2
694,26916,3
695,26916,0
696,26916,3
697,26916,1
764,26916,0
765,26916,2
766,26916,1
767,26916,0
768,26916,2
769,26916,3
770,26916,3
771,26916,2
772,26916,0
774,26916,2
949,26916,3
950,26916,1
684,27037,2
687,27037,0
688,27037,2
689,27037,3
690,27037,2
691,27037,1
692,27037,1
693,27037,2
694,27037,3
695,27037,0
696,27037,3
697,27037,1
698,27037,0
699,27037,1
700,27037,0
731,27037,1
684,27058,0
686,27058,0
687,27058,0
688,27058,3
689,27058,0
690,27058,2
691,27058,0
1620,27058,1
684,20282,0
685,20282,1
686,20282,1
687,20282,0
688,20282,3
689,20282,0
690,20282,2
691,20282,2
692,20282,3
779,20282,2
780,20282,2
781,20282,3
783,20282,1
784,20282,0
785,20282,1
786,20282,2
906,20282,3
907,20282,1
908,20282,0
909,20282,0
910,20282,0
684,18241,0
691,18241,0
692,18241,2
797,18241,0
685,27175,1
689,27175,1
685,27039,3
686,27039,0
687,27039,0
688,27039,3
689,27039,2
690,27039,2
691,27039,1
685,27022,1
686,26877,0
687,26877,0
688,26877,3
689,26877,1
690,26877,3
691,26877,1
687,23516,0
688,23516,3
920,23516,3
687,19905,0
688,19905,1
689,19905,2
690,19905,2
687,25841,0
691,25841,0
692,25841,3
688,26968,3
701,26968,0
